,name,url,id,popularity,followers,genres
21,Prime Boys,https://open.spotify.com/artist/2Vwtx6d4E2wAj3ERVjLTZD,2Vwtx6d4E2wAj3ERVjLTZD,17,5605,"['canadian hip hop', 'toronto rap']"
22,Herbal T,https://open.spotify.com/artist/14Re45nZLhVUv0Jl6RyAmf,14Re45nZLhVUv0Jl6RyAmf,36,5971,[]
23,Ragz Originale,https://open.spotify.com/artist/0yw2O9rh7YQd5MqEHOFGzW,0yw2O9rh7YQd5MqEHOFGzW,41,6091,['uk alternative hip hop']
24,Otis Kane,https://open.spotify.com/artist/2rp9zfs7yPrwCGVl4CjWAl,2rp9zfs7yPrwCGVl4CjWAl,46,6520,"['alternative r&b', 'indie r&b']"
25,Dora Jar,https://open.spotify.com/artist/4V30Q8ACPdJCcAmAYibfrH,4V30Q8ACPdJCcAmAYibfrH,45,6540,['indie pop']
26,Lord Lu C N,https://open.spotify.com/artist/4ZnCtTPIjua8XjRl94J74g,4ZnCtTPIjua8XjRl94J74g,36,6593,[]
27,marinelli,https://open.spotify.com/artist/0iqCNJHozJhcjPDoX1EJ6a,0iqCNJHozJhcjPDoX1EJ6a,47,6601,['modern indie pop']
28,New Heights,https://open.spotify.com/artist/19tXPgV4aFBQNk09toma0r,19tXPgV4aFBQNk09toma0r,25,6646,[]
29,Kali Claire,https://open.spotify.com/artist/21S3j7WjnZmXyhXrNif84x,21S3j7WjnZmXyhXrNif84x,39,6755,['uk pop']
30,Dirty Sanchez 47,https://open.spotify.com/artist/1BjpW3842PBA7yMIJUbGfQ,1BjpW3842PBA7yMIJUbGfQ,38,6786,['underground boom bap']
31,Michael Alvarado,https://open.spotify.com/artist/2Ybi2d8AEd9cPRjbTsrLIR,2Ybi2d8AEd9cPRjbTsrLIR,34,7360,[]
32,Terry Presume,https://open.spotify.com/artist/4JLuMu6NZUAU8gYhrzvOdX,4JLuMu6NZUAU8gYhrzvOdX,47,7550,"['indie hip hop', 'indie r&b']"
33,Spinee,https://open.spotify.com/artist/3DvZPVHIRXdnEluWadwf71,3DvZPVHIRXdnEluWadwf71,22,7565,"['escape room', 'hyperpop']"
34,Runnner,https://open.spotify.com/artist/7adlRX57hqe6Pc4YHrSGG0,7adlRX57hqe6Pc4YHrSGG0,44,7647,"['indie pop', 'la indie', 'small room']"
35,Love Mansuy,https://open.spotify.com/artist/2Z6VTMBnnuSQHmRyus3zbx,2Z6VTMBnnuSQHmRyus3zbx,44,7688,[]
36,SLik d,https://open.spotify.com/artist/4BIt12Sb6cfNxalNdEtbR5,4BIt12Sb6cfNxalNdEtbR5,32,7731,[]
37,Aaron Rose,https://open.spotify.com/artist/1IY0Lt7LmEXwWOrD4vpkxe,1IY0Lt7LmEXwWOrD4vpkxe,40,7938,[]
38,RAAHiiM,https://open.spotify.com/artist/5Bo5WRNdz8ZOSVA6nJs5M9,5Bo5WRNdz8ZOSVA6nJs5M9,45,7945,"['indie r&b', 'pop r&b', 'trap soul']"
39,Ricky Reed,https://open.spotify.com/artist/5Q7Fmn2aPAdijQIUzobRdZ,5Q7Fmn2aPAdijQIUzobRdZ,44,7951,[]
40,Rachel Foxx,https://open.spotify.com/artist/0t1kdZKkHiXCdjQBVbnN0a,0t1kdZKkHiXCdjQBVbnN0a,26,8027,"['british soul', 'uk contemporary r&b']"
41,Sipper,https://open.spotify.com/artist/2BjcWnk7C01aHhp59HqUED,2BjcWnk7C01aHhp59HqUED,50,8361,['indie pop']
42,Issa Gold,https://open.spotify.com/artist/4AQPiL37xjPAgBfEEYQrg9,4AQPiL37xjPAgBfEEYQrg9,49,8553,['underground hip hop']
43,Camoflauge Monk,https://open.spotify.com/artist/1YpxnOz6Zv93z5tBvjWxA9,1YpxnOz6Zv93z5tBvjWxA9,26,8588,"['boom bap', 'buffalo hip hop']"
44,Elements of Music,https://open.spotify.com/artist/0YKyQPlIlmXOPswGmzMesw,0YKyQPlIlmXOPswGmzMesw,39,8710,[]
45,Jim P,https://open.spotify.com/artist/6jdiX8imaOsKaITCkZIPEZ,6jdiX8imaOsKaITCkZIPEZ,39,8874,"['pinoy hip hop', 'pinoy r&b', 'tagalog rap']"
46,Sway Bleu,https://open.spotify.com/artist/0UCbydneMuhqhsaF5qQu30,0UCbydneMuhqhsaF5qQu30,42,9089,['chill r&b']
47,Katy Kirby,https://open.spotify.com/artist/3ZH4IYVc5qVlKyJoZhGpwy,3ZH4IYVc5qVlKyJoZhGpwy,41,9364,"['bubblegrunge', 'indie folk', 'indie pop']"
48,Rainlord.,https://open.spotify.com/artist/7kpJ5MncdSZT34B7X5TU8U,7kpJ5MncdSZT34B7X5TU8U,46,9739,['chill r&b']
49,Magroove,https://open.spotify.com/artist/2lQGcaLp3ezZpGB8YebPfW,2lQGcaLp3ezZpGB8YebPfW,35,9822,['bedroom pop']
50,Jennifer Chung,https://open.spotify.com/artist/4Lu5b0djNHU6poRdy9db1g,4Lu5b0djNHU6poRdy9db1g,37,9839,"['chill r&b', 'viral pop']"
51,Brian Fresco,https://open.spotify.com/artist/6XlV5geX7LvRcoeBnItw2I,6XlV5geX7LvRcoeBnItw2I,29,9965,['indie hip hop']
52,Sa-ra Creative Partners,https://open.spotify.com/artist/5Tx9SammMKFG5aozuij1U1,5Tx9SammMKFG5aozuij1U1,24,10116,['afrofuturism']
53,Cosha,https://open.spotify.com/artist/5P8FHUS4EuE2FXskLnqkAg,5P8FHUS4EuE2FXskLnqkAg,37,10196,"['escape room', 'indie r&b', 'irish pop']"
54,Henrik the Artist,https://open.spotify.com/artist/2wFHMjgeV4g9an3QsriQIB,2wFHMjgeV4g9an3QsriQIB,16,10487,"['escape room', 'hyperpop']"
55,J-Reyez,https://open.spotify.com/artist/3DtWEp9qvgQ6Bxxzoy7m45,3DtWEp9qvgQ6Bxxzoy7m45,30,10554,['hmong pop']
56,Mnelia,https://open.spotify.com/artist/4DDsQzXhKIC2F70cjMP7ec,4DDsQzXhKIC2F70cjMP7ec,43,10589,['uk contemporary r&b']
57,Tuamie,https://open.spotify.com/artist/00QHEgqAQ8kNCVqBYOOp6O,00QHEgqAQ8kNCVqBYOOp6O,41,10615,['virginia hip hop']
58,LYZZA,https://open.spotify.com/artist/57xaBKepmdqQ6BjXkiHa4B,57xaBKepmdqQ6BjXkiHa4B,30,10761,"['deconstructed club', 'escape room', 'trap queen']"
59,anaiis,https://open.spotify.com/artist/0OtS8ueEJDd0RZnHdHOJDl,0OtS8ueEJDd0RZnHdHOJDl,41,10800,"['alternative r&b', 'chill r&b', 'indie r&b', 'uk contemporary r&b']"
60,Tanya Morgan,https://open.spotify.com/artist/1s8WiPtSSuQmJPGBwFTwFG,1s8WiPtSSuQmJPGBwFTwFG,37,10962,"['alternative hip hop', 'soul flow']"
61,Mickey Factz,https://open.spotify.com/artist/3qoNIli6sMVxVYhKONxWpz,3qoNIli6sMVxVYhKONxWpz,38,11201,"['alternative hip hop', 'boom bap', 'soul flow']"
62,Mei,https://open.spotify.com/artist/5UNWM3Keu6o0NrbigeRfh9,5UNWM3Keu6o0NrbigeRfh9,40,11352,"['alternative r&b', 'bedroom soul', 'chill r&b', 'indie r&b']"
63,L'Rain,https://open.spotify.com/artist/68BVYIej5jGdIh8au5qELn,68BVYIej5jGdIh8au5qELn,39,11383,"['art pop', 'chamber psych', 'collage pop', 'escape room', 'experimental pop', 'freak folk', 'indie folk']"
64,Bellah,https://open.spotify.com/artist/6UZk0TOb0uZ1JWa3BW81FQ,6UZk0TOb0uZ1JWa3BW81FQ,47,11467,['indie r&b']
65,Seo actor,https://open.spotify.com/artist/0Xdas0Cm8xqrnjUKIb6aLF,0Xdas0Cm8xqrnjUKIb6aLF,45,11479,['chill r&b']
66,Dane Amar,https://open.spotify.com/artist/5S68VYXiXt6oq30pKqQAuV,5S68VYXiXt6oq30pKqQAuV,52,11522,"['asian american hip hop', 'chill r&b']"
67,THE BLOSSOM,https://open.spotify.com/artist/7lq7hz0Z6rG6v9zbJRRn4K,7lq7hz0Z6rG6v9zbJRRn4K,43,11791,[]
68,Elton Aura,https://open.spotify.com/artist/4O24XfCPqIJQUMXOJ2F0ni,4O24XfCPqIJQUMXOJ2F0ni,36,12032,['bedroom soul']
69,KALLITECHNIS,https://open.spotify.com/artist/6i3sYlO1zUHf5IWHpXt4Sl,6i3sYlO1zUHf5IWHpXt4Sl,49,12044,"['alternative r&b', 'canadian contemporary r&b', 'indie r&b', 'montreal indie']"
70,J*DaVeY,https://open.spotify.com/artist/7cL5uodbOiyotC8tOabLbo,7cL5uodbOiyotC8tOabLbo,25,12076,['neo soul']
71,Declaime,https://open.spotify.com/artist/0IWhrIU65vvKiggTlWKDZw,0IWhrIU65vvKiggTlWKDZw,40,12181,"['alternative hip hop', 'boom bap', 'hip hop']"
72,the booyah! kids,https://open.spotify.com/artist/0ypSujQpBRgRAeOS7YzhnP,0ypSujQpBRgRAeOS7YzhnP,44,12187,['bedroom pop']
73,Andrew Ashong,https://open.spotify.com/artist/2SJ3xpG9fseCPIqePAGp6o,2SJ3xpG9fseCPIqePAGp6o,41,12187,"['broken beat', 'indie jazz', 'indie soul']"
74,DESTIN CONRAD,https://open.spotify.com/artist/4jwROPSUkTkohLCRiyjiZZ,4jwROPSUkTkohLCRiyjiZZ,48,12236,"['alternative r&b', 'chill r&b', 'indie r&b', 'trap soul']"
75,keiyaA,https://open.spotify.com/artist/542BY6B2YGEdf2XWvBFUJV,542BY6B2YGEdf2XWvBFUJV,35,12286,"['experimental r&b', 'indie r&b']"
76,Steve Spacek,https://open.spotify.com/artist/5IcRvSiReLydKCr56ObWuX,5IcRvSiReLydKCr56ObWuX,37,12487,"['afrofuturism', 'broken beat', 'indie jazz']"
77,Anna Sofia,https://open.spotify.com/artist/3ONUI6Gh4s7kcv3h0EuG2K,3ONUI6Gh4s7kcv3h0EuG2K,38,12786,['ontario indie']
78,KAINA,https://open.spotify.com/artist/7c6eQSFEfIt9rV3gh4cgtj,7c6eQSFEfIt9rV3gh4cgtj,39,12806,['bedroom soul']
79,lost spaces,https://open.spotify.com/artist/387YZVajWRq3ZPiCxiX07b,387YZVajWRq3ZPiCxiX07b,43,13060,['chill r&b']
80,Tasha,https://open.spotify.com/artist/4ZbFpxbORhzU78ve8e62Ej,4ZbFpxbORhzU78ve8e62Ej,43,13146,['experimental r&b']
81,Clara C,https://open.spotify.com/artist/1Vf55P3gKEvkLSgRxrGFdH,1Vf55P3gKEvkLSgRxrGFdH,33,13243,[]
82,S.Maharba,https://open.spotify.com/artist/52RUBnagkvIajEJFXM5AXN,52RUBnagkvIajEJFXM5AXN,34,13380,"['abstract beats', 'wonky']"
83,VHOOR,https://open.spotify.com/artist/0aEDa47F4RWuk4Udm0SEoH,0aEDa47F4RWuk4Udm0SEoH,52,13741,"['chill baile', 'trap funk']"
84,Nieman,https://open.spotify.com/artist/4SwV4H2atecTIdXKyLfSfR,4SwV4H2atecTIdXKyLfSfR,46,13933,"['chill r&b', 'la pop']"
85,Like,https://open.spotify.com/artist/2J2V1PxHVZ1ANtT8Y2UdTS,2J2V1PxHVZ1ANtT8Y2UdTS,43,13995,[]
86,Rachel Bloom,https://open.spotify.com/artist/2tCT4ybLKzhFYsDF6ZOKAY,2tCT4ybLKzhFYsDF6ZOKAY,53,14111,[]
87,Holy Hive,https://open.spotify.com/artist/1AcZuMRjIAdmksbzApOXnw,1AcZuMRjIAdmksbzApOXnw,46,14219,[]
88,Savannah Ré,https://open.spotify.com/artist/3qfqqDpGv4XNfa3G0EfP9s,3qfqqDpGv4XNfa3G0EfP9s,44,14373,"['alternative r&b', 'canadian contemporary r&b', 'chill r&b', 'indie r&b', 'pop r&b']"
89,lullaboy,https://open.spotify.com/artist/7zrkFhYAp6dBxsydmJkouN,7zrkFhYAp6dBxsydmJkouN,59,14542,['chill r&b']
90,Kids These Days,https://open.spotify.com/artist/2A2MfAaWoDvGe0jhcZjKaY,2A2MfAaWoDvGe0jhcZjKaY,28,14677,[]
91,BLACKSTARKIDS,https://open.spotify.com/artist/7but14WsfXJkF8hm07xx6E,7but14WsfXJkF8hm07xx6E,43,14741,['modern indie pop']
92,lojii,https://open.spotify.com/artist/2N2l2BR0KlnQrFnOn7ntEN,2N2l2BR0KlnQrFnOn7ntEN,38,14755,"['boom bap', 'experimental hip hop']"
93,Timmy Albert,https://open.spotify.com/artist/4acGozsQZscrP4YKMg2Xwn,4acGozsQZscrP4YKMg2Xwn,47,14932,['pinoy indie']
94,Jeremiah Jae,https://open.spotify.com/artist/6VBHBMoQNSPMhh214baHsU,6VBHBMoQNSPMhh214baHsU,39,15058,['wonky']
95,Melissa Polinar,https://open.spotify.com/artist/2O6S01fSY6YHfZT6qLAgxG,2O6S01fSY6YHfZT6qLAgxG,51,15173,[]
96,MIKNNA,https://open.spotify.com/artist/53htGvuREf9YT5LYk5HEvb,53htGvuREf9YT5LYk5HEvb,49,15211,['trap soul']
97,Jr Aquino,https://open.spotify.com/artist/0yMMqcIXDemFQUov9gt7TP,0yMMqcIXDemFQUov9gt7TP,40,15520,"['chill r&b', 'hmong pop']"
98,Parisalexa,https://open.spotify.com/artist/7CZXfBcIhQ2dPEqk3N74vV,7CZXfBcIhQ2dPEqk3N74vV,38,15542,"['alternative r&b', 'indie r&b']"
99,Polyester the Saint,https://open.spotify.com/artist/2i59qMkZ79k8WTLV6gMJXY,2i59qMkZ79k8WTLV6gMJXY,39,15661,"['soul flow', 'west coast trap']"
100,Swarvy,https://open.spotify.com/artist/1fmXn9ezSrVGjHSVc6ItcL,1fmXn9ezSrVGjHSVc6ItcL,38,15731,"['abstract beats', 'la pop', 'wonky']"
101,Afta-1,https://open.spotify.com/artist/34utayk0DUNl1YblAHEAQm,34utayk0DUNl1YblAHEAQm,28,15763,['wonky']
102,Kyle Lux,https://open.spotify.com/artist/63g7H7tihdsX4LtRQioKrR,63g7H7tihdsX4LtRQioKrR,47,15931,"['alternative r&b', 'chill r&b', 'indie r&b']"
103,Genevieve Stokes,https://open.spotify.com/artist/2uaMjmR0IE0K3oKTQrNZVQ,2uaMjmR0IE0K3oKTQrNZVQ,48,16008,"['indie pop', 'modern alternative pop']"
104,J. Rawls,https://open.spotify.com/artist/3M5miYDu8lWrm0A3Q0OTag,3M5miYDu8lWrm0A3Q0OTag,33,16047,['jazz boom bap']
105,Jonah Yano,https://open.spotify.com/artist/4Js9qeA7KMFyjBYHEjFaeJ,4Js9qeA7KMFyjBYHEjFaeJ,45,16128,['experimental r&b']
106,Nathan Angelo,https://open.spotify.com/artist/2SqgsdjQfoeGLl8Zq2O5aE,2SqgsdjQfoeGLl8Zq2O5aE,37,16224,"['acoustic pop', 'indiecoustica', 'neo mellow']"
107,Kaleem Taylor,https://open.spotify.com/artist/4eQKo2fvEqEbdopHhSjlug,4eQKo2fvEqEbdopHhSjlug,52,16370,"['alternative r&b', 'indie r&b', 'pop r&b', 'trap soul', 'uk contemporary r&b']"
108,Fly Union,https://open.spotify.com/artist/7qUHMdsOq6i590jci0KG4u,7qUHMdsOq6i590jci0KG4u,27,16456,"['ohio hip hop', 'soul flow']"
109,Dj Spinna,https://open.spotify.com/artist/44E0JWHttieVoD6vUHWoa2,44E0JWHttieVoD6vUHWoa2,39,16597,"['broken beat', 'soulful house']"
110,DJ Harrison,https://open.spotify.com/artist/6gU7qtF5B31WwdgkNwF1XK,6gU7qtF5B31WwdgkNwF1XK,44,16638,"['indie jazz', 'indie soul', 'wonky']"
111,Milky Day,https://open.spotify.com/artist/7FIqXqYZHMomTAcTXF4UHu,7FIqXqYZHMomTAcTXF4UHu,52,16726,['chill r&b']
112,Jovan Perez,https://open.spotify.com/artist/5Yf4vSoDm0CKob2iknGnLf,5Yf4vSoDm0CKob2iknGnLf,44,16848,[]
113,Ysanygo,https://open.spotify.com/artist/6fc4La0O0xzu4tZIE0tSsQ,6fc4La0O0xzu4tZIE0tSsQ,28,17107,"['pinoy indie', 'pinoy r&b']"
114,Your Grandparents,https://open.spotify.com/artist/4H2uN93zRcRAVmTINvxuiq,4H2uN93zRcRAVmTINvxuiq,42,17140,"['alternative r&b', 'chill r&b', 'indie r&b']"
115,Nicolay,https://open.spotify.com/artist/3I8ExTKigDuneCoO1D7aYS,3I8ExTKigDuneCoO1D7aYS,26,17163,[]
116,LSDXOXO,https://open.spotify.com/artist/2M2blWl1LBN2UoxlJdaug2,2M2blWl1LBN2UoxlJdaug2,49,17245,"['art pop', 'deconstructed club', 'escape room', 'hyperpop', 'vogue']"
117,Ojerime,https://open.spotify.com/artist/2kVmW0EZG23dqsqeRZ4Jg0,2kVmW0EZG23dqsqeRZ4Jg0,50,17567,"['alternative r&b', 'chill r&b', 'escape room', 'indie r&b', 'indie soul', 'uk alternative hip hop', 'uk contemporary r&b']"
118,MIA GLADSTONE,https://open.spotify.com/artist/6XoXNsXj8wck0oVUNwxcmF,6XoXNsXj8wck0oVUNwxcmF,50,17606,[]
119,Arden Cho,https://open.spotify.com/artist/5TAuyWfYBWI3zALvH9pEfL,5TAuyWfYBWI3zALvH9pEfL,30,17766,[]
120,Omen,https://open.spotify.com/artist/5j1BNsC9xeWGfBVCzzg6fc,5j1BNsC9xeWGfBVCzzg6fc,52,17801,['chicago rap']
121,Mello Music Group,https://open.spotify.com/artist/3c5J6hzTBZJVsjJ9FJoQ0V,3c5J6hzTBZJVsjJ9FJoQ0V,37,18251,"['alternative hip hop', 'boom bap', 'underground rap']"
122,Tertia May,https://open.spotify.com/artist/2l5D9yWJD8XtjzTMCKUown,2l5D9yWJD8XtjzTMCKUown,38,18360,['uk contemporary r&b']
123,Jay Wile,https://open.spotify.com/artist/1VvjB8ztJLmmj2fyL4TkCU,1VvjB8ztJLmmj2fyL4TkCU,40,18374,"['alternative r&b', 'bedroom soul', 'chill r&b', 'indie r&b']"
124,CRIMEAPPLE,https://open.spotify.com/artist/0giUOGLTAaVVbdr7aSwM0N,0giUOGLTAaVVbdr7aSwM0N,41,18383,"['boom bap', 'underground hip hop']"
125,Public Library Commute,https://open.spotify.com/artist/2FEdyVgGMSclOsYJ4wAQUY,2FEdyVgGMSclOsYJ4wAQUY,49,18437,"['bedroom soul', 'chill r&b']"
126,Ryan Woods,https://open.spotify.com/artist/2Zgc1KUqd7A9wmQ7mQHuwY,2Zgc1KUqd7A9wmQ7mQHuwY,51,18501,['modern indie pop']
127,Flako,https://open.spotify.com/artist/4gYKVizj3uSquuZvokYgZm,4gYKVizj3uSquuZvokYgZm,31,18542,['wonky']
128,TEK.LUN,https://open.spotify.com/artist/3CE8Ux0j4kdaWpqCssKnVA,3CE8Ux0j4kdaWpqCssKnVA,33,18629,"['future bass', 'vapor twitch']"
129,Backxwash,https://open.spotify.com/artist/4du3q8TIzsZxZZKdRT23Jg,4du3q8TIzsZxZZKdRT23Jg,35,18661,"['escape room', 'lgbtq+ hip hop', 'transpop']"
130,Oliver Malcolm,https://open.spotify.com/artist/5ut4VhaCRPsEjAZ93jpPfK,5ut4VhaCRPsEjAZ93jpPfK,50,18842,"['indie hip hop', 'modern alternative pop']"
131,Jesse Barrera,https://open.spotify.com/artist/51KbY36mrjHRQwvSbel74l,51KbY36mrjHRQwvSbel74l,56,18945,['chill r&b']
132,Tora-i,https://open.spotify.com/artist/4oJsWKOJCNMfUbIpR2jk8Z,4oJsWKOJCNMfUbIpR2jk8Z,43,19184,['indie r&b']
133,Emanuel,https://open.spotify.com/artist/4Dj6yFk1Y4v6J4jZyhtrZ7,4Dj6yFk1Y4v6J4jZyhtrZ7,50,19248,"['alternative r&b', 'canadian contemporary r&b', 'chill r&b', 'indie r&b']"
134,Michael Carreon,https://open.spotify.com/artist/5rYJsXiNw3NxHJfOxtmDuC,5rYJsXiNw3NxHJfOxtmDuC,47,19288,[]
135,Shirebound & Busking,https://open.spotify.com/artist/5F6Eu8EFrLQXOqgEj5gbhJ,5F6Eu8EFrLQXOqgEj5gbhJ,41,19386,"['pinoy indie', 'pinoy rock']"
136,Fana Hues,https://open.spotify.com/artist/4yJHrytMK7mqtKsXVGaBNg,4yJHrytMK7mqtKsXVGaBNg,62,19484,"['alternative r&b', 'chill r&b', 'indie r&b']"
137,Myke Bogan,https://open.spotify.com/artist/5BLrsIX3Uipmt9QAiZGYEl,5BLrsIX3Uipmt9QAiZGYEl,38,19704,['portland hip hop']
138,Dpat,https://open.spotify.com/artist/5tCcGNhAW0do4RlIz9WilZ,5tCcGNhAW0do4RlIz9WilZ,32,19760,[]
139,ROMderful,https://open.spotify.com/artist/3Aum3IcJEKuGsWVPBZnvyU,3Aum3IcJEKuGsWVPBZnvyU,50,19788,"['alternative r&b', 'indie r&b']"
140,Wallice,https://open.spotify.com/artist/6d6ts87Fxm1EdULf4CaLw4,6d6ts87Fxm1EdULf4CaLw4,51,19831,"['indie pop', 'indie r&b']"
141,David So,https://open.spotify.com/artist/38uXw6ZsDmlSwjnFyTGjmX,38uXw6ZsDmlSwjnFyTGjmX,37,19861,['chill r&b']
142,Brandon Banks,https://open.spotify.com/artist/66eJQM6S5JsDe0CdUXnwST,66eJQM6S5JsDe0CdUXnwST,42,19946,"['alternative r&b', 'chill r&b', 'indie r&b', 'la pop']"
143,Nobrvnd,https://open.spotify.com/artist/44ddWVfxC8kq46MqQgIoJf,44ddWVfxC8kq46MqQgIoJf,28,19976,"['pinoy alternative rap', 'pinoy hip hop', 'pinoy r&b', 'tagalog rap']"
144,Diamond White,https://open.spotify.com/artist/0Ns29jDBaYI2wbHvTR1B9j,0Ns29jDBaYI2wbHvTR1B9j,42,20005,"['chill r&b', 'indie r&b']"
145,Dabrye,https://open.spotify.com/artist/1tVRa7YiCwE6hTGsqqb4Te,1tVRa7YiCwE6hTGsqqb4Te,36,20099,"['alternative hip hop', 'glitch', 'wonky']"
146,Matty Wood$,https://open.spotify.com/artist/61GTvvC3CKp9afOf9WUTXa,61GTvvC3CKp9afOf9WUTXa,48,20409,"['indie hip hop', 'st louis rap']"
147,Iris Temple,https://open.spotify.com/artist/1ti0u37FfK0AO8cM2n7Ncr,1ti0u37FfK0AO8cM2n7Ncr,36,20421,['bedroom soul']
148,Lou From Paradise,https://open.spotify.com/artist/5Hioh4sdvbfyn3hr2k9nEK,5Hioh4sdvbfyn3hr2k9nEK,35,20579,"['nyc rap', 'underground hip hop']"
149,Juto,https://open.spotify.com/artist/2txTOM1PXeT6aMDnEtSbn1,2txTOM1PXeT6aMDnEtSbn1,46,20653,[]
150,Andrew Garcia,https://open.spotify.com/artist/4s7cCGSoB3IxzOkAIlD1cA,4s7cCGSoB3IxzOkAIlD1cA,40,20663,['idol']
151,Annie DiRusso,https://open.spotify.com/artist/58jk0945bnQBG9xfij6hHw,58jk0945bnQBG9xfij6hHw,46,21073,"['indie pop', 'nashville singer-songwriter']"
152,Good Kid$,https://open.spotify.com/artist/1SY1Q1at2cX647rAXEQMmr,1SY1Q1at2cX647rAXEQMmr,23,21147,"['pinoy alternative rap', 'pinoy hip hop']"
153,Connie Constance,https://open.spotify.com/artist/4RB2kk5dmocmMiHFBlmOEt,4RB2kk5dmocmMiHFBlmOEt,40,21203,['uk contemporary r&b']
154,IAN SWEET,https://open.spotify.com/artist/6mrOjLZyPub9LcecUarcMD,6mrOjLZyPub9LcecUarcMD,40,21217,"['bubblegrunge', 'garage psych', 'indie pop', 'indie rock', 'small room']"
155,Blended Babies,https://open.spotify.com/artist/1hFXEoLCso0TI0QvWJdukg,1hFXEoLCso0TI0QvWJdukg,43,21347,[]
156,A2,https://open.spotify.com/artist/6CLayzfExGy0fSn5IT0aX4,6CLayzfExGy0fSn5IT0aX4,52,21395,"['trap soul', 'uk alternative hip hop']"
157,Sematary,https://open.spotify.com/artist/1GLnyPuL45vOsZPs5iANcC,1GLnyPuL45vOsZPs5iANcC,51,21450,"['glitchcore', 'underground hip hop']"
158,Puffy L'z,https://open.spotify.com/artist/2XD4u7kuN3tfhR1mNdEFIy,2XD4u7kuN3tfhR1mNdEFIy,40,21524,"['canadian hip hop', 'canadian trap', 'toronto rap']"
159,TALA,https://open.spotify.com/artist/2VL6HPPI1raa3qKW6NUNBR,2VL6HPPI1raa3qKW6NUNBR,36,21691,['pinoy indie']
160,Chuck Strangers,https://open.spotify.com/artist/1o1szEyRkKUmDfqHOsU9b5,1o1szEyRkKUmDfqHOsU9b5,45,21764,['experimental hip hop']
161,Jereena Montemayor,https://open.spotify.com/artist/45iYm4bGYfT8nY4RxNBhlr,45iYm4bGYfT8nY4RxNBhlr,53,21853,"['bedroom soul', 'chill r&b']"
