,name,url,id,popularity,followers,genres
287,Mereba,https://open.spotify.com/artist/294lNTPZfdqyzt8qnxmFiL,294lNTPZfdqyzt8qnxmFiL,63,170193,"['alternative r&b', 'chill r&b', 'escape room', 'indie r&b', 'indie soul', 'r&b']"
288,Yeek,https://open.spotify.com/artist/5BhFZpE8kUGZJiKOsYjLQM,5BhFZpE8kUGZJiKOsYjLQM,60,172226,"['alternative r&b', 'indie r&b']"
289,Biig Piig,https://open.spotify.com/artist/4GoD5FJCgC0lbzde7ly44M,4GoD5FJCgC0lbzde7ly44M,64,172322,"['indie r&b', 'indie soul', 'modern alternative pop']"
290,Jamila Woods,https://open.spotify.com/artist/4UodukR17NIQfNu5uaqm9B,4UodukR17NIQfNu5uaqm9B,58,173388,"['afrofuturism', 'alternative r&b', 'escape room', 'indie soul']"
291,Free Nationals,https://open.spotify.com/artist/4596e2d3KmYzAeVenjCxfj,4596e2d3KmYzAeVenjCxfj,67,173471,"['alternative r&b', 'indie soul', 'r&b']"
292,Dondria,https://open.spotify.com/artist/4NgmPmKCSWm4kczsm6J3FO,4NgmPmKCSWm4kczsm6J3FO,39,173649,"['hip pop', 'pop r&b']"
293,Charlotte Day Wilson,https://open.spotify.com/artist/3GQboECxDT1xqPPWC30p7v,3GQboECxDT1xqPPWC30p7v,63,174000,"['alternative r&b', 'canadian contemporary r&b', 'indie r&b', 'indie soul', 'neo soul']"
294,Donnie Trumpet & The Social Experiment,https://open.spotify.com/artist/0ojcq9LJQWMawQdFDw3M0L,0ojcq9LJQWMawQdFDw3M0L,53,174415,['pop soul']
295,CyHi The Prynce,https://open.spotify.com/artist/18HVMQsV3tINaTyzT5UIjH,18HVMQsV3tINaTyzT5UIjH,54,174895,"['atl hip hop', 'southern hip hop']"
296,Finding Hope,https://open.spotify.com/artist/0QGDb8TBWIT06W4BoyAggg,0QGDb8TBWIT06W4BoyAggg,62,175504,['chill r&b']
297,ELHAE,https://open.spotify.com/artist/6TrQLQR8tUluPbmdPy6jqY,6TrQLQR8tUluPbmdPy6jqY,54,175755,"['alternative r&b', 'chill r&b', 'indie r&b', 'pop r&b', 'r&b', 'trap soul']"
298,Tokyo Jetz,https://open.spotify.com/artist/3KT0gxRAAb4WbAfOGMq4Lf,3KT0gxRAAb4WbAfOGMq4Lf,43,178999,"['pop r&b', 'trap queen']"
299,Ama Lou,https://open.spotify.com/artist/2tAqnHDAgnGtjnlzyoa38L,2tAqnHDAgnGtjnlzyoa38L,51,179027,"['alternative r&b', 'uk contemporary r&b']"
300,Greentea Peng,https://open.spotify.com/artist/5z9wLR0RGBcWMXr4fCZW0K,5z9wLR0RGBcWMXr4fCZW0K,61,180864,"['alternative r&b', 'indie r&b', 'indie soul', 'uk alternative hip hop', 'uk contemporary r&b']"
301,Arin Ray,https://open.spotify.com/artist/6TvjXbopXg71XRM9OZWqUc,6TvjXbopXg71XRM9OZWqUc,59,181508,"['alternative r&b', 'chill r&b', 'indie r&b', 'indie soul', 'pop r&b', 'r&b', 'trap soul']"
302,Raury,https://open.spotify.com/artist/2PU4qFehXQF7WnlFsJpBiJ,2PU4qFehXQF7WnlFsJpBiJ,57,182410,['psychedelic hip hop']
303,Berhana,https://open.spotify.com/artist/0WjtdWS6su0f3jrW9aqEHl,0WjtdWS6su0f3jrW9aqEHl,56,182713,"['alternative r&b', 'chill r&b', 'indie r&b', 'indie soul']"
304,Lyrica Anderson,https://open.spotify.com/artist/6yqadcG6z5djW3lDuP7Abh,6yqadcG6z5djW3lDuP7Abh,42,185706,"['hip pop', 'pop r&b', 'r&b', 'trap queen']"
305,Buddy,https://open.spotify.com/artist/6PDLwWvgYNMfBRLqC1h5cJ,6PDLwWvgYNMfBRLqC1h5cJ,66,186756,"['alternative r&b', 'cali rap', 'underground hip hop']"
306,24hrs,https://open.spotify.com/artist/4isewEHTP7Az2QheDdBQ6J,4isewEHTP7Az2QheDdBQ6J,62,186860,"['trap', 'trap soul', 'underground hip hop', 'vapor trap']"
307,ODIE,https://open.spotify.com/artist/5aMIbwZQvP2MHPMVC5zCGj,5aMIbwZQvP2MHPMVC5zCGj,66,186894,"['alternative r&b', 'canadian contemporary r&b', 'chill r&b', 'indie r&b', 'r&b']"
308,slchld,https://open.spotify.com/artist/33crDRqANd3NQHJagZkQ7O,33crDRqANd3NQHJagZkQ7O,64,187330,"['alternative r&b', 'canadian contemporary r&b', 'chill r&b', 'pop']"
309,Tynisha Keli,https://open.spotify.com/artist/4woYaobeWQFBSGf9mtoAZ8,4woYaobeWQFBSGf9mtoAZ8,38,189156,"['hip pop', 'pop r&b', 'urban contemporary']"
310,Cautious Clay,https://open.spotify.com/artist/6iWuBN32BqCJAeXW6o3nil,6iWuBN32BqCJAeXW6o3nil,65,193988,"['alternative r&b', 'indie r&b', 'nyc pop']"
311,Lil' Mo,https://open.spotify.com/artist/5wBDD4FNJvob5fAGkAIQ92,5wBDD4FNJvob5fAGkAIQ92,55,195480,"['hip pop', 'r&b', 'urban contemporary']"
312,Raleigh Ritchie,https://open.spotify.com/artist/0IB0VjX9NSrGX6PjCXGVcq,0IB0VjX9NSrGX6PjCXGVcq,51,196779,['uk contemporary r&b']
313,Brooke Valentine,https://open.spotify.com/artist/0yqDXjskTQI1nj9bH6W9Ze,0yqDXjskTQI1nj9bH6W9Ze,34,196982,"['hip pop', 'r&b', 'urban contemporary']"
314,Emotional Oranges,https://open.spotify.com/artist/12trz2INGglrKMzLmg0y2C,12trz2INGglrKMzLmg0y2C,62,197478,"['alternative r&b', 'chill r&b', 'indie r&b']"
315,NxWorries,https://open.spotify.com/artist/6PEMFpe3PTOksdV4ZXUpbE,6PEMFpe3PTOksdV4ZXUpbE,56,200585,"['hip hop', 'indie soul', 'neo soul']"
316,Elijah Blake,https://open.spotify.com/artist/65OtBLtkrifQrdTlKI90IR,65OtBLtkrifQrdTlKI90IR,49,201045,"['alternative r&b', 'pop r&b', 'trap soul']"
317,Injury Reserve,https://open.spotify.com/artist/3nf2EaHj8HikLNdaiW3v73,3nf2EaHj8HikLNdaiW3v73,58,201268,"['alternative hip hop', 'conscious hip hop', 'escape room', 'hip hop', 'underground hip hop']"
318,Leikeli47,https://open.spotify.com/artist/0DtXHIvJ8NWBg5pGvsgWnR,0DtXHIvJ8NWBg5pGvsgWnR,55,202012,"['escape room', 'hip pop', 'trap queen']"
319,Rapsody,https://open.spotify.com/artist/6NL31G53xThQXkFs7lDpL5,6NL31G53xThQXkFs7lDpL5,57,202187,"['alternative hip hop', 'escape room', 'hip hop', 'north carolina hip hop', 'trap queen', 'underground hip hop']"
320,Cleo Sol,https://open.spotify.com/artist/3ETLPQkcEd7z4k3IbZmXMq,3ETLPQkcEd7z4k3IbZmXMq,63,207421,"['alternative r&b', 'chill r&b', 'indie r&b', 'indie soul', 'neo soul', 'uk contemporary r&b', 'uk funky']"
321,Samm Henshaw,https://open.spotify.com/artist/1Q2mS59tFYLm2KGFoCgWN4,1Q2mS59tFYLm2KGFoCgWN4,60,212748,"['alternative r&b', 'british soul', 'indie soul', 'uk contemporary r&b']"
322,Låpsley,https://open.spotify.com/artist/27ze6hCgfr3HcDZAHY60pg,27ze6hCgfr3HcDZAHY60pg,55,213341,"['electropop', 'gauze pop', 'indie soul']"
323,11:11,https://open.spotify.com/artist/5gsyao2Qm21EKylbVIuRQ3,5gsyao2Qm21EKylbVIuRQ3,50,214949,"['alternative r&b', 'canadian contemporary r&b', 'chill r&b', 'indie r&b', 'pop r&b', 'r&b', 'trap soul']"
324,WESTSIDE BOOGIE,https://open.spotify.com/artist/5usbqiU7sjvszjWecANDL6,5usbqiU7sjvszjWecANDL6,60,215009,"['pop rap', 'underground hip hop']"
325,Yebba,https://open.spotify.com/artist/1ooV8YZC1KbpEcrmI8WH0F,1ooV8YZC1KbpEcrmI8WH0F,71,215154,"['alternative r&b', 'indie soul', 'pop soul']"
326,Bakar,https://open.spotify.com/artist/3K2Srho6NCF3o9MswGR76H,3K2Srho6NCF3o9MswGR76H,67,218060,['uk alternative hip hop']
327,Janine,https://open.spotify.com/artist/4k3yrCOPB5wp2ne8R9MQoM,4k3yrCOPB5wp2ne8R9MQoM,52,219070,"['alternative r&b', 'chill r&b', 'nz pop', 'pop r&b', 'r&b']"
328,Phony Ppl,https://open.spotify.com/artist/0oBsnAC3fzYkTHF3bkfNx6,0oBsnAC3fzYkTHF3bkfNx6,57,223583,"['alternative r&b', 'indie soul']"
329,Joy Crookes,https://open.spotify.com/artist/5XMyhVhi5ZN2pi0Qwi1zXS,5XMyhVhi5ZN2pi0Qwi1zXS,67,228379,"['alternative r&b', 'indie r&b', 'indie soul', 'uk contemporary r&b']"
330,Maverick Sabre,https://open.spotify.com/artist/0ukgrNYk51TkMQr0f2Br4Q,0ukgrNYk51TkMQr0f2Br4Q,67,228828,"['indie soul', 'irish hip hop']"
331,ABRA,https://open.spotify.com/artist/3ZJxEmjYZd5VOqZ8o3aXiL,3ZJxEmjYZd5VOqZ8o3aXiL,62,229534,"['alternative r&b', 'art pop', 'electropop', 'escape room']"
332,Ro James,https://open.spotify.com/artist/7r2oyrNc0YjSC7hZL87V0Y,7r2oyrNc0YjSC7hZL87V0Y,52,233698,"['alternative r&b', 'pop r&b', 'r&b']"
333,Sunset Rollercoaster,https://open.spotify.com/artist/7BqRcZsHYYQeqMAOp7e532,7BqRcZsHYYQeqMAOp7e532,60,247331,['taiwan indie']
334,Tiffany Evans,https://open.spotify.com/artist/3CoW2DhcuWKs93YEjEY5Eq,3CoW2DhcuWKs93YEjEY5Eq,39,254821,"['hip pop', 'pop r&b', 'r&b', 'urban contemporary']"
335,Domo Genesis,https://open.spotify.com/artist/6vHBuUxrcpn1do5UaEJ7g6,6vHBuUxrcpn1do5UaEJ7g6,60,259909,"['alternative hip hop', 'hip hop', 'rap', 'underground hip hop']"
336,Kelela,https://open.spotify.com/artist/1U0sIzpRtDkvu1hXXzxh60,1U0sIzpRtDkvu1hXXzxh60,52,260122,"['afrofuturism', 'alternative r&b', 'art pop', 'electropop', 'escape room', 'experimental r&b', 'indie soul', 'r&b']"
337,Amber Mark,https://open.spotify.com/artist/0tbeZu9lv8YEKSQ9tZSslu,0tbeZu9lv8YEKSQ9tZSslu,66,268203,"['alternative r&b', 'indie r&b', 'indie soul', 'neo soul', 'nyc pop']"
338,Ravyn Lenae,https://open.spotify.com/artist/5RTLRtXjbXI2lSXc6jxlAz,5RTLRtXjbXI2lSXc6jxlAz,56,270118,"['alternative r&b', 'escape room', 'indie r&b', 'indie soul', 'r&b']"
339,Jordan Rakei,https://open.spotify.com/artist/24icoQNJSEWNu3XvqKBR68,24icoQNJSEWNu3XvqKBR68,65,270805,"['alternative r&b', 'indie jazz', 'indie r&b', 'indie soul', 'neo r&b']"
340,Allen Stone,https://open.spotify.com/artist/536osqBGKzeozje8BfcGsa,536osqBGKzeozje8BfcGsa,58,271778,['retro soul']
341,THEY.,https://open.spotify.com/artist/0pghUohLPptZWBasy2wmUx,0pghUohLPptZWBasy2wmUx,62,272454,"['alternative r&b', 'pop r&b', 'r&b', 'trap soul', 'underground hip hop']"
342,Vedo,https://open.spotify.com/artist/3wVXTWabe3viT0jF7DfjOL,3wVXTWabe3viT0jF7DfjOL,71,282445,"['chill r&b', 'pop r&b', 'pop rap', 'r&b']"
343,Elle Varner,https://open.spotify.com/artist/7zmk5lkmCMVvfvwF3H8FWC,7zmk5lkmCMVvfvwF3H8FWC,46,284366,"['hip pop', 'neo soul', 'pop r&b', 'r&b', 'urban contemporary']"
344,Celeste,https://open.spotify.com/artist/49HlOY4gkHqsYG9GCuhkcc,49HlOY4gkHqsYG9GCuhkcc,69,302199,['british soul']
345,Jeff Bernat,https://open.spotify.com/artist/2vVT4qoxWje0gVD2FiWZ4u,2vVT4qoxWje0gVD2FiWZ4u,65,303306,"['chill r&b', 'pop', 'popping']"
346,ROLE MODEL,https://open.spotify.com/artist/1dy5WNgIKQU6ezkpZs4y8z,1dy5WNgIKQU6ezkpZs4y8z,68,305092,"['alt z', 'bedroom pop', 'indie pop', 'pop']"
347,IDK,https://open.spotify.com/artist/6aiFCgyKNwF9Rv5TOxnE8E,6aiFCgyKNwF9Rv5TOxnE8E,67,306133,"['dmv rap', 'hip hop', 'pop rap', 'rap', 'trap', 'underground hip hop']"
348,Xavier Omär,https://open.spotify.com/artist/3UjPnt2nRmw10N58bBeNOg,3UjPnt2nRmw10N58bBeNOg,59,306756,"['alternative r&b', 'chill r&b', 'indie r&b', 'indie soul', 'r&b', 'trap soul']"
349,tobi lou,https://open.spotify.com/artist/4T8NIfZmVY6TJFqVzN6X49,4T8NIfZmVY6TJFqVzN6X49,67,307969,"['alternative r&b', 'chicago rap', 'chill r&b', 'pop', 'pop rap']"
350,Duckwrth,https://open.spotify.com/artist/6I3MElirhT5t6Kf7p0hGk9,6I3MElirhT5t6Kf7p0hGk9,68,309506,"['alternative r&b', 'escape room', 'indie r&b', 'indie soul', 'underground hip hop']"
351,Rejjie Snow,https://open.spotify.com/artist/3lLHpTOJ11tWiUNGYN14gt,3lLHpTOJ11tWiUNGYN14gt,66,337775,"['indie r&b', 'indie soul', 'irish hip hop', 'rap']"
352,Sam Kim,https://open.spotify.com/artist/4BBN286rBKyCWsSPq2cxYO,4BBN286rBKyCWsSPq2cxYO,70,343518,"['chill r&b', 'k-pop', 'korean pop', 'korean r&b']"
353,The Underachievers,https://open.spotify.com/artist/51Pn4gGnZuyOMDfIT1Zy3N,51Pn4gGnZuyOMDfIT1Zy3N,54,343553,"['psychedelic hip hop', 'rap', 'underground hip hop']"
354,Raveena,https://open.spotify.com/artist/2kQnsbKnIiMahOetwlfcaS,2kQnsbKnIiMahOetwlfcaS,64,347358,"['alternative r&b', 'chill r&b', 'indie r&b', 'indie soul']"
355,Sinead Harnett,https://open.spotify.com/artist/6tUJpYN2aYiXbzAcg0pIOo,6tUJpYN2aYiXbzAcg0pIOo,66,361364,"['alternative r&b', 'chill r&b', 'dance pop', 'gauze pop', 'indie r&b', 'indie soul', 'pop', 'pop r&b', 'r&b', 'uk contemporary r&b']"
356,IAMDDB,https://open.spotify.com/artist/7za6M9P94wuMsOVCHopTsI,7za6M9P94wuMsOVCHopTsI,59,363787,"['alternative r&b', 'indie soul', 'uk contemporary r&b']"
357,Arlo Parks,https://open.spotify.com/artist/4kIwETcbpuFgRukE8o7Opx,4kIwETcbpuFgRukE8o7Opx,66,366790,"['indie soul', 'uk contemporary r&b']"
358,BJ The Chicago Kid,https://open.spotify.com/artist/07d5etnpjriczFBB8pxmRe,07d5etnpjriczFBB8pxmRe,68,369763,"['alternative r&b', 'chicago rap', 'hip hop', 'indie r&b', 'indie soul', 'neo soul', 'pop r&b', 'r&b', 'underground hip hop']"
359,Blaque,https://open.spotify.com/artist/1nSRa2YjjFWJLHGKM07oGQ,1nSRa2YjjFWJLHGKM07oGQ,50,370469,"['girl group', 'hip pop', 'r&b', 'urban contemporary']"
360,Tierra Whack,https://open.spotify.com/artist/4lPl9gqgox3JDiaJ1yklKh,4lPl9gqgox3JDiaJ1yklKh,64,370623,"['alternative r&b', 'escape room', 'indie soul']"
361,Chanté Moore,https://open.spotify.com/artist/77OlE8SkEHDkJczfswzDFo,77OlE8SkEHDkJczfswzDFo,46,383159,"['hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']"
362,LeToya Luckett,https://open.spotify.com/artist/1EyK0glCKdNVaKjVxFOHCD,1EyK0glCKdNVaKjVxFOHCD,37,383598,"['hip pop', 'pop r&b', 'r&b', 'urban contemporary']"
363,Phum Viphurit,https://open.spotify.com/artist/5mqguTgtaoCMNMZD6txCh6,5mqguTgtaoCMNMZD6txCh6,62,386269,"['bedroom pop', 'chill r&b']"
364,Jacob Banks,https://open.spotify.com/artist/0AepkoQhYvkjEzzwIcGxdV,0AepkoQhYvkjEzzwIcGxdV,65,395301,"['modern alternative rock', 'uk contemporary r&b']"
365,TWENTY88,https://open.spotify.com/artist/6g8AmloI8egfrr3dm3SnUL,6g8AmloI8egfrr3dm3SnUL,51,399271,"['alternative r&b', 'pop r&b', 'r&b']"
366,slowthai,https://open.spotify.com/artist/3r1XkJ7vCs8kHBSzGvPLdP,3r1XkJ7vCs8kHBSzGvPLdP,68,400884,"['hip hop', 'rap', 'uk alternative hip hop', 'uk hip hop', 'underground hip hop']"
367,Bas,https://open.spotify.com/artist/70gP6Ry4Uo0Yx6uzPIdaiJ,70gP6Ry4Uo0Yx6uzPIdaiJ,73,405474,"['hip hop', 'queens hip hop', 'rap', 'sudanese pop', 'underground hip hop']"
368,RINI,https://open.spotify.com/artist/2joIhhX3Feq47H4QXVDOr3,2joIhhX3Feq47H4QXVDOr3,67,405617,"['alternative r&b', 'australian r&b', 'bedroom soul', 'chill r&b', 'pop']"
369,Omar Apollo,https://open.spotify.com/artist/5FxD8fkQZ6KcsSYupDVoSO,5FxD8fkQZ6KcsSYupDVoSO,69,426926,"['alternative r&b', 'bedroom pop', 'bedroom soul', 'chill r&b', 'indie r&b', 'pop', 'r&b']"
370,Mac Ayres,https://open.spotify.com/artist/0fTav4sBLmYOAzKuJw0grL,0fTav4sBLmYOAzKuJw0grL,65,435234,"['alternative r&b', 'chill r&b', 'indie r&b', 'indie soul', 'pop', 'r&b']"
371,Victoria Monét,https://open.spotify.com/artist/63XBtGSEZINSyXylZxEUbv,63XBtGSEZINSyXylZxEUbv,66,440038,"['alternative r&b', 'chill r&b', 'dance pop', 'indie r&b', 'pop', 'pop r&b', 'post-teen pop', 'r&b', 'urban contemporary']"
372,Sammie,https://open.spotify.com/artist/4p07QU02SrLsaORo25h2Lg,4p07QU02SrLsaORo25h2Lg,66,446321,"['hip pop', 'pop r&b', 'pop rap', 'r&b', 'urban contemporary']"
373,Marsha Ambrosius,https://open.spotify.com/artist/46VWDbmWmzvPBTmkSr25gM,46VWDbmWmzvPBTmkSr25gM,53,446576,"['british soul', 'hip pop', 'neo soul', 'pop r&b', 'r&b', 'urban contemporary']"
374,Hiatus Kaiyote,https://open.spotify.com/artist/43JlwunhXm1oqdKyOa2Z9Y,43JlwunhXm1oqdKyOa2Z9Y,61,451100,"['australian r&b', 'indie jazz', 'indie soul', 'shiver pop']"
375,Loyle Carner,https://open.spotify.com/artist/4oDjh8wNW5vDHyFRrDYC4k,4oDjh8wNW5vDHyFRrDYC4k,68,452553,"['indie soul', 'london rap', 'uk alternative hip hop']"
376,Tweet,https://open.spotify.com/artist/6zDBeei6hHRiZdAJ6zoTCo,6zDBeei6hHRiZdAJ6zoTCo,53,462714,"['hip hop', 'hip pop', 'neo soul', 'r&b', 'urban contemporary']"
377,Cherish,https://open.spotify.com/artist/1c70yCa8sRgIiQxl3HOEFo,1c70yCa8sRgIiQxl3HOEFo,70,467337,"['atl hip hop', 'dance pop', 'girl group', 'hip pop', 'pop r&b', 'r&b', 'southern hip hop', 'urban contemporary']"
378,Kota the Friend,https://open.spotify.com/artist/2AfU5LYBVCiCtuCCfM7uVX,2AfU5LYBVCiCtuCCfM7uVX,68,471204,"['hip hop', 'rap', 'underground hip hop']"
379,Ari Lennox,https://open.spotify.com/artist/1vaQ6v3pOFxAIrFoPrAcom,1vaQ6v3pOFxAIrFoPrAcom,70,474194,"['alternative r&b', 'chill r&b', 'dmv rap', 'indie r&b', 'indie soul', 'neo soul', 'pop', 'r&b', 'urban contemporary']"
380,Stephanie Poetri,https://open.spotify.com/artist/0HS00NN7MAfF59aJnfcxSO,0HS00NN7MAfF59aJnfcxSO,61,482503,['indonesian pop']
381,LeToya,https://open.spotify.com/artist/5xenrbYhp4IRydrWpBe4Bx,5xenrbYhp4IRydrWpBe4Bx,42,494157,"['hip pop', 'pop r&b', 'r&b', 'urban contemporary']"
382,Mick Jenkins,https://open.spotify.com/artist/1FvjvACFvko2Z91IvDljrx,1FvjvACFvko2Z91IvDljrx,67,496082,"['chicago rap', 'conscious hip hop', 'drill', 'escape room', 'hip hop', 'rap', 'underground hip hop']"
383,Justine Skye,https://open.spotify.com/artist/0jUQSUOcM7lxVn5eVGTkzQ,0jUQSUOcM7lxVn5eVGTkzQ,61,502758,"['alternative r&b', 'chill r&b', 'indie r&b', 'pop', 'pop r&b', 'post-teen pop', 'r&b']"
384,Keke Palmer,https://open.spotify.com/artist/2YFBOR9KIxC6WqHclkj9Yq,2YFBOR9KIxC6WqHclkj9Yq,58,508586,"['dance pop', 'pop r&b', 'post-teen pop', 'r&b']"
385,Danity Kane,https://open.spotify.com/artist/3FD9VAd0ppjmKbfxF4LzUh,3FD9VAd0ppjmKbfxF4LzUh,51,508987,"['dance pop', 'girl group', 'hip pop', 'post-teen pop', 'r&b', 'urban contemporary']"
386,Nao,https://open.spotify.com/artist/7aFTOGFDEqDtJUCziLVsVC,7aFTOGFDEqDtJUCziLVsVC,66,510739,"['alternative r&b', 'chill r&b', 'indie r&b', 'indie soul', 'neo soul', 'pop', 'r&b', 'uk contemporary r&b']"
387,Saba,https://open.spotify.com/artist/7Hjbimq43OgxaBRpFXic4x,7Hjbimq43OgxaBRpFXic4x,68,521768,"['alternative r&b', 'chicago rap', 'hip hop', 'rap', 'underground hip hop']"
388,KeKe Wyatt,https://open.spotify.com/artist/0KWcq2E8ejxp78jdfpCd4K,0KWcq2E8ejxp78jdfpCd4K,51,547479,"['hip pop', 'neo soul', 'new jack swing', 'pop r&b', 'r&b', 'urban contemporary']"
389,Nivea,https://open.spotify.com/artist/15Dh5PvHQj909E0RgAe0aN,15Dh5PvHQj909E0RgAe0aN,52,556767,"['atl hip hop', 'hip pop', 'pop r&b', 'r&b', 'urban contemporary']"
390,Smino,https://open.spotify.com/artist/1ybINI1qPiFbwDXamRtwxD,1ybINI1qPiFbwDXamRtwxD,72,570981,"['alternative r&b', 'hip hop', 'rap', 'underground hip hop']"
391,Noname,https://open.spotify.com/artist/1EpyA68dKpjf7jXmQL88Hy,1EpyA68dKpjf7jXmQL88Hy,61,583560,"['alternative r&b', 'chicago rap', 'escape room', 'hip hop', 'indie soul', 'neo soul', 'underground hip hop']"
392,Mila J,https://open.spotify.com/artist/6cN9XwPMj9bWzJ32GC6V7v,6cN9XwPMj9bWzJ32GC6V7v,56,587573,"['alternative r&b', 'hip pop', 'pop r&b', 'r&b', 'trap queen', 'urban contemporary']"
393,Rina Sawayama,https://open.spotify.com/artist/2KEqzdPS7M5YwGmiuPTdr5,2KEqzdPS7M5YwGmiuPTdr5,65,597057,"['art pop', 'dance pop', 'electropop', 'escape room', 'indie poptimism', 'pop']"
394,UMI,https://open.spotify.com/artist/4ClziihVpBeFXNyDH83Lde,4ClziihVpBeFXNyDH83Lde,67,599299,"['alternative r&b', 'bedroom soul', 'chill r&b', 'indie r&b', 'pop', 'r&b']"
395,William Singe,https://open.spotify.com/artist/5exS0bytCYdixgv02DaCm3,5exS0bytCYdixgv02DaCm3,65,599437,"['chill r&b', 'pop', 'pop r&b', 'r&b', 'urban contemporary']"
396,SiR,https://open.spotify.com/artist/3QTDHixorJelOLxoxcjqGx,3QTDHixorJelOLxoxcjqGx,68,599443,"['alternative r&b', 'hip hop', 'indie soul', 'la pop', 'r&b', 'rap']"
397,Dreezy,https://open.spotify.com/artist/7gWumE1wMALHXANLSIt054,7gWumE1wMALHXANLSIt054,59,618609,"['chicago rap', 'drill', 'escape room', 'hip pop', 'pop r&b', 'r&b', 'trap queen']"
398,Kevin Abstract,https://open.spotify.com/artist/07EcmJpfAday8xGkslfanE,07EcmJpfAday8xGkslfanE,65,623244,"['afrofuturism', 'alternative r&b', 'hip hop', 'lgbtq+ hip hop', 'rap']"
399,EARTHGANG,https://open.spotify.com/artist/5MbNzCW3qokGyoo9giHA3V,5MbNzCW3qokGyoo9giHA3V,70,625967,"['atl hip hop', 'hip hop', 'psychedelic hip hop', 'rap', 'underground hip hop']"
400,Majid Jordan,https://open.spotify.com/artist/4HzKw8XcD0piJmDrrPRCYk,4HzKw8XcD0piJmDrrPRCYk,72,643690,"['alternative r&b', 'canadian contemporary r&b', 'pop', 'r&b', 'trap soul']"
401,Mahalia,https://open.spotify.com/artist/16rCzZOMQX7P8Kmn5YKexI,16rCzZOMQX7P8Kmn5YKexI,68,648004,"['alternative r&b', 'chill r&b', 'dance pop', 'indie anthem-folk', 'indie soul', 'pop', 'r&b', 'uk contemporary r&b']"
402,Bruno Major,https://open.spotify.com/artist/0hDjKSKjl1DC7ovYTDJHe8,0hDjKSKjl1DC7ovYTDJHe8,70,653970,"['chill r&b', 'pop']"
403,Tink,https://open.spotify.com/artist/4v6XOdonnfpdTKTRJArG7v,4v6XOdonnfpdTKTRJArG7v,64,664447,"['chicago rap', 'drill', 'pop', 'pop r&b', 'pop rap', 'r&b', 'trap queen']"
404,Marques Houston,https://open.spotify.com/artist/1goOx6gnQdUllLfSMsL4Rt,1goOx6gnQdUllLfSMsL4Rt,52,672093,"['hip pop', 'new jack swing', 'pop r&b', 'r&b', 'urban contemporary']"
405,Snoh Aalegra,https://open.spotify.com/artist/1A9o3Ljt67pFZ89YtPPL5X,1A9o3Ljt67pFZ89YtPPL5X,72,684981,"['alternative r&b', 'chill r&b', 'indie r&b', 'indie soul', 'pop', 'r&b', 'scandinavian r&b', 'swedish soul']"
406,Melanie Fiona,https://open.spotify.com/artist/4O2YL4ygn6eTBC0w1hyWUM,4O2YL4ygn6eTBC0w1hyWUM,52,691131,"['canadian pop', 'hip pop', 'neo soul', 'pop r&b', 'r&b', 'urban contemporary']"
407,Amerie,https://open.spotify.com/artist/08rMCq2ek1YjdDBsCPVH2s,08rMCq2ek1YjdDBsCPVH2s,57,707468,"['dance pop', 'hip hop', 'hip pop', 'neo soul', 'r&b', 'urban contemporary']"
408,88rising,https://open.spotify.com/artist/1AhjOkOLkbHUfcHDSErXQs,1AhjOkOLkbHUfcHDSErXQs,72,726019,"['asian american hip hop', 'pop']"
409,GoldLink,https://open.spotify.com/artist/5XenQ7XfcvQdfIbpLEFaKQ,5XenQ7XfcvQdfIbpLEFaKQ,70,757737,"['alternative r&b', 'dmv rap', 'hip hop', 'indie soul', 'r&b', 'rap', 'underground hip hop']"
410,Big K.R.I.T.,https://open.spotify.com/artist/0CKa42Jqrc9fSFbDjePaXP,0CKa42Jqrc9fSFbDjePaXP,64,771954,"['alternative hip hop', 'conscious hip hop', 'dirty south rap', 'gangster rap', 'hip hop', 'houston rap', 'mississippi hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']"
411,Trina,https://open.spotify.com/artist/4PrinKSrmILmo0kERG0Ogn,4PrinKSrmILmo0kERG0Ogn,60,793407,"['hip pop', 'miami hip hop', 'pop r&b', 'pop rap', 'r&b', 'rap', 'rap latina', 'southern hip hop', 'trap', 'trap queen']"
412,Roy Woods,https://open.spotify.com/artist/7mDU6nMUJnOSY2Hkjz5oqM,7mDU6nMUJnOSY2Hkjz5oqM,68,810072,"['canadian contemporary r&b', 'canadian hip hop', 'pop rap', 'r&b', 'trap', 'trap soul']"
413,Shelley FKA DRAM,https://open.spotify.com/artist/5M0lbkGluOPXLeFjApw8r8,5M0lbkGluOPXLeFjApw8r8,65,810933,"['alternative r&b', 'pop rap', 'rap', 'trap', 'underground hip hop', 'virginia hip hop']"
414,Rico Nasty,https://open.spotify.com/artist/2OaHYHb2XcFPvqL3VsyPzU,2OaHYHb2XcFPvqL3VsyPzU,71,815579,"['dance pop', 'dmv rap', 'escape room', 'pop', 'trap queen']"
415,DaniLeigh,https://open.spotify.com/artist/0XIKGBo9PnK1ApI5tZA60d,0XIKGBo9PnK1ApI5tZA60d,66,836648,"['pop', 'pop r&b', 'pop rap', 'r&b', 'rap latina']"
